,full_game_appid,demo_appid,name
608,2240790,2397660,Sucker for Love: Date to Die For Demo
609,2223270,2397160,Big Butt Bobby Demo
610,2333510,2397280,Blade Prince Academy Demo
611,2396630,2396650,Unsupervised Demo
612,2219670,2396810,Legends Reborn: Age of Chance Demo
613,2340510,2396080,Moon's Creed Demo
614,2377660,2396230,Jane Austen's 8-bit Adventure Demo
615,2256830,2396370,Antique Restorer Demo
616,2373000,2395720,Shh! This is a mystery game! But watch out for spoilers Demo
617,2329880,2395930,Viking Survivors Demo
618,2338040,2395950,Cards Survivors Demo
619,2206730,2394090,The Dream Interpreter Demo
620,2332500,2393170,异世界生存幻想 Demo
621,2082320,2392340,The Master's Pupil Demo
622,2370560,2391470,Draken's Shrine Demo
623,2275980,2390950,Learn Japanese Demo
624,2261930,2391170,Altered Algorithm Demo
625,2323660,2390760,Headlong Hunt Demo
626,1218930,2390870,XECUTER Demo
627,1885110,2389670,Cryptmaster Demo
628,1917810,2388450,Rooms of Realities Demo
629,1670080,2387710,Tiny Room Stories: Pure Escape Demo
630,1900250,2386940,Demonschool Demo
631,2371160,2384930,When God Left Us Demo
632,1328540,2384950,Mechinus Demo
633,2383760,2383800,Monopoly Madness Demo
634,2313180,2383420,El Panadero Demo
635,2369760,2383570,17.waves TD Demo
636,1983300,2382750,Paper Ghost Stories: Third Eye Open Demo
637,2223420,2382030,Voice of Belldona Demo
638,2351160,2381790,AirBorne Sea Demo
639,2380820,2381000,Saber Ball Demo
640,2165840,2381180,Ropu Barastu No X Demo
641,2351100,2380670,Foxblade Demo
642,2338490,2380900,Twilight Oracle Demo
643,2374320,2380290,Heroes Of  Loot: Gauntlet Of Power Demo
644,2264140,2378710,How 2 Escape - Free Companion App
645,2376870,2376880,MechCrisis Demo
646,2317550,2375770,Stellar Insurgency Demo
647,2372450,2374940,Rootin' Tootin' Lootin' & Shootin' Demo
648,2314850,2373750,The Legend of Skye Demo
649,1932260,2371200,No Creeps Were Harmed TD Demo
650,2194840,2370220,Smells Like Burnt Rubber Demo
651,2335620,2369990,Delve Into Pawssion Demo
652,1545560,2369210,Shadow Gambit: The Cursed Crew Demo
653,1801410,2368690,Deadnaut: Signal Lost Demo
654,1985290,2368110,Reality Layer Zero Demo
655,2359760,2367940,Wild Legion Demo
656,2312770,2367400,Linkito Demo
657,2222240,2366820,The Darkest Paths: The House - DEMO
658,2343370,2366870,The Last Root Demo
659,2343630,2365480,華触の典 Demo
660,3297340,3335900,Doomed Hell 64: FPS Dungeon Crawler Demo
661,2562360,3336310,NightShift Demo
662,3312570,3335530,Chernobyl Radiation Demo
663,3234450,3335680,Robot Fury: Mech Combat Simulator Demo
664,3225030,3335790,Sky Combat: WWII Warplane Races Demo
665,3274780,3335280,"Bike Park Simulator: BMX, Dirt Jump & MTB Demo"
666,2367120,3334370,Blood Lily Ghoststories Demo
667,3333600,3334290,The Mysterious Thief; Forget Me Not Demo
668,3151380,3332940,Small Spaces Demo
669,2927070,3332650,Meowstery of a Growing Aurora Demo
670,3251750,3332110,Dual Discovery: Unite Challenge 寻踪觅影：合二为一 Demo
671,3331690,3331730,Static Paradox Demo
672,3067310,3330910,Salarybot Shuffle Demo
673,3309290,3331160,Black Raven Demo
674,2863040,3330550,Echoes of the Sun Demo
675,2506420,3329390,Vipunk Shield of Valhalla Demo
676,2851520,3329550,Dusty the lazy cat Demo
677,2650730,3328780,SEDAP! A Culinary Adventure Demo
678,3310200,3328220,Quadruped Match Demo
679,2930410,3326180,Cyber Seekers: Conquest Demo
680,3324270,3325560,TUST 奇缘 (TUST's story) Demo
681,3204760,3324990,Tao Path (Alpha Demo)
682,2088300,3325100,Restless Lands Demo
683,2631250,3324600,Slitterhead Demo
684,3224940,3324720,三九 Demo
685,2882380,3323840,VampireRecepcionist Demo
686,3264400,3320280,PARRYMAN Demo
687,3237260,3319530,CineSim Demo
688,3305190,3318840,One More Plate Demo
689,3198480,3318900,The Day the World Stopped Demo
690,2751700,3318590,Super 3D Maze 16 Demo
691,3317780,3317840,Dungeon Vending Machines Demo
692,2441150,3318100,Pinchimono: The videogame
693,3317700,3318260,圆圆圆 Demo
694,2954590,3318320,Musgro Farm - Demo
695,2781280,3317400,Espionage Demo
696,3316910,3317010,UNCURSED Demo
697,3311460,3316320,N.R.V Demo
698,3277170,3316440,Chubby Story Demo
699,3191030,3316540,Nubby's Number Factory Demo
700,2397810,3313300,Jet Attack Demo
701,3262940,3313340,Classroom Whispers Demo
702,3093900,3313500,藏物 Macaber Zealot Demo
703,3227490,3313770,Jumfrog Demo
704,3176980,3309810,Magic Construct Demo
705,2238400,3309890,PizzaBoy Demo
706,3210640,3310210,Blessed with Death Demo
707,2550420,3309120,Block_Up Demo
708,3281620,3308340,Astropods: Starside Glaze Demo
709,3240570,3308050,KnockedDown Demo
710,3277200,3306130,"Oh no, orcs! Demo"
711,3222490,3305590,HELLCAM Demo
712,3246970,3303860,Red Blaster Demo
713,3227420,3304270,COPPER ODYSSEY 2 Demo
714,3181670,3303610,Periodicity - Hats and scars Demo
715,2398210,3303710,Interactive Gun Range Demo
716,2906070,3302890,Blood Reaver Demo
717,3272710,3303110,朱鴉～AKEGARASU～ Journey to the Underworld Demo
718,3302110,3302340,Arthur's Quest: Between the Big Sword and the Bara Spirits Demo
719,3284910,3302790,Storm's Wrath Demo
720,2064470,3300880,Micro Wars Demo
721,3085810,3299330,Blind Exposure Demo
722,2742230,3298670,Stone Demo
723,2987750,3297830,Chorus of Carcosa Demo
724,1548180,3297880,Worship Demo
725,3209480,3298010,Last Report Demo
726,3237360,3445960,Lone Soul Demo
727,3427350,3445260,Bad Trip Demo
728,3444430,3444910,Horg's Brewery Demo
729,3012850,3445010,Anubis Demo
730,3333220,3443720,P WORLD Demo
731,3292710,3444190,Tracktopia Demo
732,3431530,3442860,Infection Survival Demo
733,3277650,3442690,FIENDRISE Demo
734,2472690,3441760,Bloc-Age: Path of the Oracle Demo
735,3392280,3442020,Retro GameShop Simulator Demo
736,3320800,3442120,Book Bound Demo
737,3024660,3441290,Skateballers Demo
738,3124310,3437250,BOULDER DASH 40th Anniversary Demo
739,3032830,3437040,Katanaut Demo
740,2547400,3436600,The Spectral Web: Hitodama Demo
741,3212260,3435410,[Nightmare Files] Stoned Demo
742,3434800,3435490,My Virtual Friend Demo
743,3431630,3435550,AHAPIKA – Heroic Agency (Demo)
744,3134920,3435680,THEMIS [Demo]
745,2964800,3434830,Norowareta: The Three Treasures Demo
746,3434270,3434290,Project:13.42㎡ Demo
747,3433480,3433490,Suki Suki Love Demo
748,2968470,3431740,Emergent Fates re:developed Demo
749,3263460,3430950,过气网红-Pass Air Web Red Demo
750,3292410,3430970,转生魔塔 Demo
751,3347250,3431150,尸潮汹涌 Demo
752,3238250,3429390,ROGUE HANDS  Demo
753,3331390,3428130,Sonic Surge - Rhythm Showdown Demo
754,3422460,3427290,Transpawt Train Demo
755,3264300,3427680,Spark of Joy Demo
756,3282520,3426290,GARDEN&BIRD Demo
757,2871350,3425260,Shadows of Betrayal Demo
758,2216240,3424890,ERP Sandbox Demo
759,3187000,3425080,Randy The Racoon Demo
760,3418490,3424410,Nemesis Shock Demo
761,3306470,3423350,Into Death and Beyond Demo
762,3422940,3423020,非常迷 试玩版 / Variable Puzzle Demo
763,2974650,3422280,Solitar: Retro Picks Demo
764,3373000,3422560,MultiWindows Demo
765,3422660,3422670,FlowerBots Demo
766,3301380,3422010,Sam Vs (a lot of) DJs - Public Prototype Version
767,2342410,3421260,I Thought There'd Be Stars... Demo
768,2241230,3421380,Luciferian - The Conjuring Book - Demo
769,3270550,3421470,Fried Chicken Wings Cause Love Fires Demo
770,3164710,3420430,"Quality Dreams, Reasonably Priced [Demo]"
771,3215290,3420620,Alien Market Simulator Demo
772,3047820,3419980,Ghetto Zombies - Graffiti Squad Demo
773,3230090,3419350,My deskjob at Typinc. Demo
774,3299340,3419060,游郭惊梦 Demo
775,3417690,3418210,Mewseum: Masterpieces Demo
776,3131310,3418340,Akira Making Fest Together Demo
777,3406090,3417890,a Difficult demo about Wheelchair
778,3414840,3416620,CardAttack-Gabee's Roads Demo
779,942200,3415850,Rocket Boots Mania Demo
780,3207920,3415420,Angela Is A Bitxx Demo
781,2540530,3414570,Cabbie! Demo
782,2290360,3413700,Targets Demo
783,2739420,3413180,书恋与君：美少女教我追系花 Demo
784,3332070,3412190,Dark Fantasy Godhood Demo
785,3407310,3411000,Consumables Demo
786,3101630,3410300,MahjongPuzzle 8 Demo
787,2523500,3410590,One Fine Tourney Demo
788,2882610,3409810,Confronted Demo
789,3337380,3410010,Tabletop Tavern Demo
790,3369290,3410070,Combat Rally Demo
791,3152380,3409410,打工人铁窗笔记 Demo
792,3371710,3408730,Rabbit Trail Demo
793,3206770,3408780,Questboard Demo
794,2677350,3406490,Ouija Escape VR Demo
795,3265290,3406030,Swan Song Demo
796,2966910,3404510,Level Down Demo
797,3324750,3403830,r/nosleep: The Night Shift at Paradise Valley Pool Demo
798,3372620,3402650,Axyn Adventure Demo
799,3356500,3401540,Marbleous! Demo
800,2550990,3400730,Roseline Demo
801,3211850,3400850,Calyx Demo
802,3369550,3397950,Treasure Hunt Demo
803,3359870,3397080,Grey's Sonata Demo
804,2939600,3396060,Tower Networking Inc. Demo
805,3257350,3396390,Fourth Time Around Demo
806,3392840,3395650,LightQb Demo
807,2679840,3394090,Neon Auto Party Demo
808,2673890,3394150,Pteranodon 2: Primal Island Demo
809,3126200,3394350,Divine Wish Demo
810,3270620,3393900,Cats vs Cthulhu Demo
811,3334520,3393010,MilkTea Time Demo
812,3392020,3393050,Aether Demo
813,3321790,3393250,Careening Demo
814,3355740,3390750,Legacy of Ashes Demo
815,3351360,3390320,Tessera Demo
816,2875810,3388790,Fur and Fables Demo
817,3144520,3387180,Robes & Wrinkles Demo
818,2968290,3386510,Cards and Dungeons Demo
819,2159090,3386790,3D Train Studio V9 Demo
820,2992800,3385080,JNZ: Nightmare Girls Demo
821,2691460,3384700,MASS INVASION DEMO
822,3376440,3383500,Warp Blaster VR Demo
823,2587940,3383680,Photophore - Chapter 1 - Demo
824,3379270,3382050,Aconitum Demo
825,3369100,3382180,修真幸存者 Demo
826,2922140,3382420,PSYCHExFUSE Demo
827,3219540,3467670,Hidden Breed Demo
828,3320760,3466400,Shinobi Match Demo
829,3424020,3463770,Letterlike Demo
830,3045260,3464030,Kamikaze Tactics Demo
831,3389470,3464090,Amusement Park
832,3142140,3463650,Old Timer Transport Demo
833,3027060,3462770,Cubetory Demo
834,3462940,3463110,Revival of the Noble Blade Demo
835,3368350,3462280,Shogi 3D Demo
836,3372510,3462390,Car Wash Demo
837,3374670,3462420,Super Hot Cube Demo
838,3382780,3461770,Sektar: Echoes of Fear Demo
839,3445890,3460580,Light 'Em Demo
840,2164150,3458740,Rayless Blade Demo
841,3433700,3458480,A Happy Place Demo
842,3171510,3456750,Devil's Terminal Demo
843,3229940,3455300,Welkin Melody Demo
844,3266800,3454820,EndSeeker Demo
845,3384120,3454990,Isopod Keeping Simulator Demo
846,3159000,3454320,Sunshine Farm Demo
847,3380500,3453800,Rolly Demo
848,3451690,3451710,Crash and Conquer Demo
849,3320540,3451390,Run Pizza Run 2 Demo
850,3172470,3451010,The Backwars Demo
851,2830090,3451190,Sixth Force Demo
852,3420920,3450380,Trade Rivals - Goblin Age Demo
853,2615570,3448690,Spellbrew Express Demo
854,3404670,3447750,The Night of Escape Demo
855,3425850,3500780,Demon Town Maker Demo
856,2862120,3500000,Wizard Mukbang: The Game Demo
857,2730820,3499030,Aliosso Demo
858,3217060,3499060,Hunted Hunter Demo
859,3498300,3498330,Dungeon Grid Demo
860,3133790,3498060,Swingers Demo
861,3287400,3497000,Drone Shooter Demo
862,3489620,3494240,Bonfires of Azure Demo
863,3329150,3492980,Kismet Demo
864,3164190,3493220,Kyoukai Demo
865,3492430,3492530,Pandora's Doom: Apocalypse Hotline Demo
866,3012270,3490850,Doomed Stars Demo
867,3454470,3490070,9mm Roulette 💀 Demo
868,1858680,3487070,Redneck Brawl Turbo Demo
869,3447940,3487110,Metal Slugger Ops Demo
870,3368910,3368930,Outsiders Demo
871,3355690,3368500,Hamachi the Psychotic Killer Demo
872,3310750,3368540,Finnish Pub Simulator Demo
873,1737110,3368710,Endeavor Demo
874,2298950,3367940,Flying Tank Demo
875,3365130,3366970,Air Traffic Control Demo
876,2926100,3366860,POWER CRISIS Demo
877,3351730,3365340,Ganyang Setan Alas! The Game Demo
878,2923050,3364020,Burden of Truth Demo
879,2816810,3364050,Tarot Realms Demo
880,3334190,3364090,Thinking Inside The Box Demo
881,3351220,3364160,The Rotting Chronicles Demo
882,3181160,3363720,Planty's residence Demo
883,3359630,3362740,Hazardous Hunt Demo
884,2847740,3362010,Super Drift Blade Demo
885,3266740,3362380,Pirates Of Justice Demo
886,1812920,3361580,Mission Critical : Foresight Demo
887,3274220,3361630,When Push Comes To Shove Demo
888,1225200,3361150,NAIRI: Rising Tide Demo
889,864170,3360800,Midnight Horde Demo
890,2593830,3359720,Youlogic Demo
891,3328390,3359240,Gyroban Demo
892,3280340,3358310,Ohjata Demo
893,3183400,3357700,Creator-initial Demo
894,3336710,3357740,Find Lah!
895,3257330,3356510,Frenzy Force Demo
896,3337660,3356760,Cosmotiles Demo
897,3256840,3356900,Odyssey to the Frozen Legion Demo
898,3236230,3355920,Paper Cannon Demo
899,3347430,3356040,Little Stone Journey Demo
900,3316570,3353560,Typing Stars Demo
901,2385560,3353760,Shadow Prisoner Demo
902,2539850,3352170,Nightscape Demo
903,2644110,3349920,Pumpkin Ghost Demo
904,3226550,3349080,Don't be scared - Episode 1: The lost soul Demo
905,3345620,3347740,Adventure With Succubus Demo
906,3010290,3346810,Heroes of the Seven Islands Demo
907,2161830,3345720,Truer than You Demo
908,3316390,3344070,We Are Square Demo
909,2870700,3344130,Veilfall: True Strength Demo
910,2360970,2584830,Punchimals Demo
911,2543320,2584840,UNCULT Demo
912,2578060,2584410,Rogue Souls Demo
913,2421020,2584640,Sublime element Demo
914,2581690,2584020,Florifer Tech Demo
915,2426250,2584030,Halls of Watershot Demo
916,2398170,2583390,BORE BLASTERS Demo
917,2583590,2583600,Iggy&Java Demo
918,2582730,2582860,Black Smith4 Demo
919,2582220,2582230,Wizardry Level C Demo
920,2375780,2582050,Beam Eye Tracker Demo
921,2348820,2582110,Living In A Brothel Demo
922,2581040,2581060,东方封天境 Demo
923,2514920,2580030,Emilia's PLAYROOM VR Demo
924,2513060,2579210,远东四季：Hello World Demo
925,2577980,2577990,Quell the Disaster Demo
926,2015440,2577460,The Explorator Demo
927,2523820,2577680,Three Random Archives Demo
928,2343550,2577170,SKIRMISH Demo
929,2546630,2576400,Zombie Survivor: Undead City Attack Demo
930,2354200,2576500,An Action Roguelite for when you have 20 minutes to spare Demo
931,2508100,2576590,Block Buster Demo
932,2507570,2575910,Matchmaker: Dungeon Heart Demo
933,2575840,2575980,Monster 2 Demo
934,2246470,2575990,Kulebra and the Souls of Limbo - Demo
935,2574850,2574880,Extreme Offroad Racing Demo
936,2489310,2574490,黑西游 Demo
937,2441310,2574670,Haunted Memories: The Return Demo
938,2534060,2573210,Xonix Casual Edition
939,2441630,2573340,The Necromancer Cometh! Demo
940,2573350,2573360,Vampire's Kiss Demo
941,2571580,2573390,Playroom Invasion TD Demo
942,2361520,2572980,The Cursed Village TD Demo
943,2467310,2572220,FUNG Demo
944,2404370,2572290,YOHANE THE PARHELION -BLAZE in the DEEPBLUE- Demo
945,2425720,2571710,Shards of the Past Demo
946,2313850,2571850,Knock Out Walls Demo
947,2571980,2572000,The War of 2022 Demo
948,2361500,2571230,FarmTech Demo
949,2462320,2570670,Stolen Hearts: Wolf Knight Demo
950,2456350,2570730,The Scourge | Tai Ương Demo
951,2506060,2571080,Yusha Prototype -Family Friendly- Demo
952,2570410,2570420,The Nascent Necromancer Demo
953,2272290,2569720,Bottoms Up!: Part 1 Demo
954,2278940,2570120,Noxia Somnia: Ultimate Edition Demo
955,2544210,2568840,eboxingu Demo
956,2074370,2568400,REPLAY BOYS Demo
957,2498100,2567840,Glorious Storm Demo
958,2552570,2567350,クウルウ見聞録 Demo
959,2319770,2566760,Town of illustive Demo
960,2379230,2566790,Blessed Burden Demo
961,2538880,2566900,Spirit X Strike Demo
962,2567070,2567100,PERSEVERA Demo
963,2443960,2565890,梦中小屋 Demo
964,1836400,2566120,Mossfield Origins Demo
965,2089830,2564790,Beat Slayer Demo
966,1035780,2564360,Pecker Demo
967,1893440,2563670,INTO EVIL Demo
968,2165130,2563680,Hymn to the Earless God Demo
969,2542110,2563200,MimiCries Demo
970,2392740,2562890,Cave Digger 2 Demo
971,2231460,2562050,Roman Sands RE:Build - Demo
972,2532300,2561320,The Weird Dream Demo
973,1617120,2560290,Good Heavens! Demo
974,2461130,2559320,沈める楽園 （体験版）
975,2458060,2558430,Dogu the Adventurer Demo
976,2253650,2558530,The Discrete Era Demo
977,2388900,2558600,Bor Dungeon Demo
978,2280970,2557650,Elaria: The Corrupted Throne Demo
979,2382920,2557380,Munchy Mammals Demo
980,2375280,2557540,I Had a Plan! Demo
981,2376380,2556760,Madcus Show Demo
982,1798950,2556300,Mojito the Cat Demo
983,2555350,2555680,Entangled Demo
984,2289650,2554700,Mini Airways Demo
985,2246010,2553760,Kemps Friend's Pass
986,2496920,2553010,Start an egg Demo
987,2548650,2552010,RunOrDie Demo
988,2548200,2549180,Love & Country Demo
989,2549270,2549290,World War 1 Demo
990,2496950,2549310,Dawn of Marionette Demo
991,2460460,2547540,Chimera: Bloodlines - Demo
992,2529750,2545230,Raining City: Millions Recollections Demo
993,2467830,2544400,Dreamscape Abyss Demo
994,2136910,2544420,Sanguis: Veil of the Forgotten Demo
995,2493930,2543010,Withering Flowers Demo
996,1905580,2542360,Kloa - child of the forest Demo
997,2540800,2540850,Dreamsweeper Demo
998,2287170,2540330,Surviving Skeleton Island Demo
999,2393870,2540370,Whispers of the Luminaries Demo
1000,2311220,2539610,Maybe tomorrow Demo
1001,2522560,2539780,Sister X Slaves - Trial Ver -
1002,2290270,2539100,Habroxia Demo
1003,2127830,2538140,Podcast VS Viewer Demo
1004,2245180,2538400,VORON Demo
1005,2526510,2537460,Ultimate Chump Demo
1006,1748600,2537870,Sainthood Demo
1007,2535490,2536700,一起放烟花 Demo
1008,2363680,2536340,Green Squares Demo
1009,2461600,2535660,Evil Officer Demo
1010,2449490,2535900,Plasmatic Demo
1011,2532940,2534970,Ardaria Creative Mode
1012,2440650,2534910,Cosmic Carnage Demo
1013,882190,2533440,Tight Ride Demo
1014,2246390,2532680,Void: Edge of Existence Demo
1015,2245980,2532090,#NAME?
1016,1885250,2532260,Axiom of Maria Demo
1017,2530420,2532280,命定奇谭 Demo
1018,947560,2531800,Hush: In Search of Dominic Ward - Performance Demo
1019,2530620,2531850,Soul Devourer Demo
1020,2502730,2531200,Shin Galaxy - Engage Demo
1021,2234490,2529300,兩餸飯 | This This Rice Demo
1022,1712530,2528350,Nikhil Murthy's Syphilisation Demo
1023,2491790,2528370,High Strategy: Oradros Demo
1024,2492820,2527200,SameShadow Demo
1025,2440890,2527280,Nobody Nowhere Demo
1026,2227900,2526170,終わりの鐘が鳴る前に -体験版-
1027,2478340,2525400,Sokoban 3D Demo
1028,2516820,2524620,LuckLand Demo
1029,1027860,2524690,Iron Naval Battle Demo
1030,2471020,2524210,Scramble Star Crossing Demo
1031,2519940,2522240,Deru Demo
1032,2313600,2521840,Shot Supreme Demo
1033,2303320,2521280,Three Minutes to Eight Demo
1034,2435990,2520060,Gun to the Zone Demo
1035,1457080,2518700,The Mageseeker: A League of Legends Story™ Demo
1036,2131020,2518470,Escape: Space Demo
1037,2513170,2517460,Origami Lovers Demo
1038,2507840,2516320,Whispered Promises ~ 14 Days of Love with Anna Demo
1039,2076140,2515170,Tavern Talk Demo
1040,2017540,2514810,Energy Collector Demo
1041,2376250,2514840,Nullschwert Demo
1042,2304290,2515040,Volatility Demo
1043,304770,2513260,IAH: INTERNET WAR Demo
1044,2069680,2513520,The Great Demo
1045,2503550,2512640,Operation Octo Demo
1046,2510060,2512400,FLAW Demo
1047,2262550,2511670,Fear the Phantom Demo
1048,2398370,2511750,Don't Drown Demo
